UsageClass,CheckoutType,MaterialType,CheckoutYear,CheckoutMonth,Checkouts,Title,ISBN,Creator,Subjects,Publisher,PublicationYear
Physical,Horizon,BOOK,2013,5,3,Notes of a native son / James Baldwin ; with a new introduction by Edward P. Jones.,,"Baldwin, James, 1924-1987","African Americans Civil rights, African Americans Social conditions To 1964, United States Race relations, Baldwin James 1924 1987","Beacon Press,","[2012], c1955."
Physical,Horizon,BOOK,2013,5,1,The devil finds work : an essay / by James Baldwin.,,"Baldwin, James, 1924-1987","Baldwin James 1924 1987 Knowledge Performing arts, Motion picture plays History and criticism, African Americans in motion pictures","Dial Press,",1976.
Digital,OverDrive,AUDIOBOOK,2013,5,1,Go Tell It On the Mountain (Unabridged),,James Baldwin,"Fiction, Literature","Blackstone Audio, Inc.",2013
Digital,OverDrive,AUDIOBOOK,2013,5,1,The Fire Next Time (Unabridged),,James Baldwin,"African American Nonfiction, Nonfiction, Sociology","Blackstone Audio, Inc.",2008
Physical,Horizon,BOOK,2013,6,7,Just above my head / James Baldwin.,,"Baldwin, James, 1924-1987","Gay men Fiction, African American families Fiction, Gospel musicians Fiction, Harlem New York N Y Fiction","Delta Trade Paperbacks,","2000, c1979."
Physical,Horizon,BOOK,2013,6,3,Notes of a native son / James Baldwin ; with a new introduction by Edward P. Jones.,,"Baldwin, James, 1924-1987","African Americans Civil rights, African Americans Social conditions To 1964, United States Race relations, Baldwin James 1924 1987","Beacon Press,","[2012], c1955."
Physical,Horizon,BOOK,2013,6,3,Another country / James Baldwin.,,"Baldwin, James, 1924-1987","Racism United States Fiction, Suicide Fiction, African Americans Social conditions Fiction, New York N Y Fiction","Vintage Books,",1993.
Physical,Horizon,BOOK,2013,6,12,Giovanni's room / James Baldwin.,,"Baldwin, James, 1924-1987","Americans France Paris Fiction, Men Sexual behavior Fiction, Homosexuality France Paris Fiction","Delta Trade Paperbacks,",2000.
Digital,OverDrive,EBOOK,2013,6,1,Fifty Famous Stories Retold,,James Baldwin,"History, Juvenile Nonfiction","Simon & Schuster, Inc.",2013
Physical,Horizon,BOOK,2013,6,2,If Beale Street could talk : a novel / James Baldwin.,,"Baldwin, James, 1924-1987","African Americans Fiction, Love stories","Vintage International,",2006.
Physical,Horizon,BOOK,2013,6,1,The fire next time / James Baldwin.,,"Baldwin, James, 1924-1987","African Americans, Black Muslims, United States Race relations","Vintage International Vintage Books,",1993.
Digital,Freegal,SONG,2013,6,1,Your Texas,,Kate Baldwin;Brian d'Arcy James,,,
Physical,Horizon,BOOK,2013,6,1,The devil finds work : an essay / by James Baldwin.,,"Baldwin, James, 1924-1987","Baldwin James 1924 1987 Knowledge Performing arts, Motion picture plays History and criticism, African Americans in motion pictures","Dial Press,",1976.
Digital,OverDrive,EBOOK,2013,6,1,The Cross of Redemption: Uncollected Writings,,James Baldwin,"Literary Criticism, Nonfiction","Random House, Inc.",2010
Digital,OverDrive,AUDIOBOOK,2013,6,1,Giovanni's Room (Unabridged),,James Baldwin,"Classic Literature, Fiction","Blackstone Audio, Inc.",2013
Physical,Horizon,BOOK,2013,6,2,The cross of redemption : uncollected writings / James Baldwin ; edited and with an introduction by Randall Kenan.,,"Baldwin, James, 1924-1987",,"Pantheon Books,",2010.
Physical,Horizon,BOOK,2013,6,1,Go tell it on the mountain / James Baldwin.,,"Baldwin, James, 1924-1987","African American men Fiction, Racism United States Fiction, African American families New York State New York Fiction, African Americans Religion Fiction, Harlem New York N Y Fiction","Modern Library,","1994, c1953."
Physical,Horizon,BOOK,2013,6,4,Go tell it on the mountain / James Baldwin.,,"Baldwin, James, 1924-1987","African American men Fiction, Racism United States Fiction, African American families Harlem New York N Y Fiction, African Americans Religion Fiction","Dell,","1981, c1953."
Physical,Horizon,BOOK,2013,6,1,If Beale Street could talk [text (large print)] / by James Baldwin.,,"Baldwin, James, 1924-1987","African Americans Fiction, Large type books","G.K. Hall,",1996.
Digital,Freegal,SONG,2013,7,1,The Desert,,Brian d'Arcy James;Kate Baldwin,,,
Physical,Horizon,BOOK,2013,7,2,Tell me how long the train's been gone / a novel by James Baldwin.,,"Baldwin, James, 1924-1987","African American actors Fiction, Heart Diseases Patients Fiction, Harlem New York N Y Fiction, Successful people Fiction, Psychological fiction","Vintage International,",1998.
Digital,OverDrive,EBOOK,2013,7,1,The Cross of Redemption: Uncollected Writings,,James Baldwin,"Literary Criticism, Nonfiction","Random House, Inc.",2010
Physical,Horizon,BOOK,2013,7,3,Another country / James Baldwin.,,"Baldwin, James, 1924-1987","Racism United States Fiction, Suicide Fiction, African Americans Social conditions Fiction, New York N Y Fiction","Vintage Books,",1993.
Physical,Horizon,BOOK,2013,7,6,Go tell it on the mountain / James Baldwin.,,"Baldwin, James, 1924-1987","African American men Fiction, Racism United States Fiction, African American families Harlem New York N Y Fiction, African Americans Religion Fiction","Bantam Dell,",1981.
Digital,OverDrive,AUDIOBOOK,2013,7,1,Fifty Famous Stories Retold (Unabridged),,James Baldwin,"Fiction, Historical Fiction, Short Stories",CoolBeat Audiobooks,2013
Physical,Horizon,BOOK,2013,7,1,The cross of redemption : uncollected writings / James Baldwin ; edited and with an introduction by Randall Kenan.,,"Baldwin, James, 1924-1987",,"Pantheon Books,",2010.
Physical,Horizon,BOOK,2013,7,1,Jimmy's blues : selected poems / James Baldwin.,,"Baldwin, James, 1924-1987",,"St. Martin's Press,",c1985.
Physical,Horizon,BOOK,2013,7,1,"Blues for Mister Charlie, a play.",,"Baldwin, James, 1924-1987",Racism United States Drama,"Dial Press,",1964.
Physical,Horizon,BOOK,2013,7,1,Go tell it on the mountain / James Baldwin.,,"Baldwin, James, 1924-1987","African American men Fiction, Racism United States Fiction, African American families New York State New York Fiction, African Americans Religion Fiction, Harlem New York N Y Fiction","Modern Library,","1994, c1953."
Digital,Freegal,SONG,2013,7,1,Look Back/Look Ahead,,John Dossett;Brian d'Arcy James;Kate Baldwin;Company,,,
Physical,Horizon,BOOK,2013,7,5,Giovanni's room / James Baldwin.,,"Baldwin, James, 1924-1987","Americans France Paris Fiction, Men Sexual behavior Fiction, Homosexuality France Paris Fiction","Delta Trade Paperbacks,",2000.
Physical,Horizon,BOOK,2013,7,2,Just above my head / James Baldwin.,,"Baldwin, James, 1924-1987","Gay men Fiction, African American families Fiction, Gospel musicians Fiction, Harlem New York N Y Fiction","Delta Trade Paperbacks,","2000, c1979."
Digital,OverDrive,AUDIOBOOK,2013,7,1,Go Tell It On the Mountain (Unabridged),,James Baldwin,"Fiction, Literature","Blackstone Audio, Inc.",2013
Physical,Horizon,BOOK,2013,7,6,The fire next time / James Baldwin.,,"Baldwin, James, 1924-1987","African Americans, Black Muslims, United States Race relations","Vintage International Vintage Books,",1993.
Physical,Horizon,BOOK,2013,7,1,The devil finds work : an essay / by James Baldwin.,,"Baldwin, James, 1924-1987","Baldwin James 1924 1987 Knowledge Performing arts, Motion picture plays History and criticism, African Americans in motion pictures","Dial Press,",1976.
Physical,Horizon,BOOK,2013,7,1,Notes of a native son / James Baldwin.,,"Baldwin, James, 1924-1987","Baldwin James 1924 1987, African Americans Civil rights, African Americans Social conditions To 1964, United States Race relations","Beacon Press,","c1984, c1955."
Physical,Horizon,BOOK,2013,7,2,Blues for Mister Charlie : a play / by James Baldwin.,,"Baldwin, James, 1924-1987",Racism United States Drama,"Vintage International,",1995.
Physical,Horizon,BOOK,2013,7,3,Notes of a native son / James Baldwin ; with a new introduction by Edward P. Jones.,,"Baldwin, James, 1924-1987","African Americans Civil rights, African Americans Social conditions To 1964, United States Race relations, Baldwin James 1924 1987","Beacon Press,","[2012], c1955."
Physical,Horizon,BOOK,2013,7,5,Go tell it on the mountain / James Baldwin.,,"Baldwin, James, 1924-1987","African American men Fiction, Racism United States Fiction, African American families Harlem New York N Y Fiction, African Americans Religion Fiction","Dell,","1981, c1953."
Physical,Horizon,BOOK,2013,7,3,If Beale Street could talk : a novel / James Baldwin.,,"Baldwin, James, 1924-1987","African Americans Fiction, Love stories","Vintage International,",2006.
Physical,Horizon,BOOK,2013,7,1,"The price of the ticket : collected nonfiction, 1948-1985 / James Baldwin.",,"Baldwin, James, 1924-1987",,"St. Martin's/Marek,",c1985.
Digital,Freegal,SONG,2013,7,1,Topsy Turvy,,Kate Baldwin;Brian d'Arcy James,,,
Physical,Horizon,BOOK,2013,8,1,Going to meet the man / by James Baldwin.,,"Baldwin, James, 1924-1987","African Americans Fiction, Race relations Fiction","Vintage Books,","1995, c1965."
Physical,Horizon,BOOK,2013,8,10,Giovanni's room / James Baldwin.,,"Baldwin, James, 1924-1987","Americans France Paris Fiction, Men Sexual behavior Fiction, Homosexuality France Paris Fiction","Delta Trade Paperbacks,",2000.
Physical,Horizon,BOOK,2013,8,2,If Beale Street could talk : a novel / James Baldwin.,,"Baldwin, James, 1924-1987","African Americans Fiction, Love stories","Vintage International,",2006.
Physical,Horizon,BOOK,2013,8,3,Just above my head / James Baldwin.,,"Baldwin, James, 1924-1987","Gay men Fiction, African American families Fiction, Gospel musicians Fiction, Harlem New York N Y Fiction","Delta Trade Paperbacks,","2000, c1979."
Physical,Horizon,BOOK,2013,8,1,"The price of the ticket : collected nonfiction, 1948-1985 / James Baldwin.",,"Baldwin, James, 1924-1987",,"St. Martin's/Marek,",c1985.
Physical,Horizon,BOOK,2013,8,3,Notes of a native son / James Baldwin ; with a new introduction by Edward P. Jones.,,"Baldwin, James, 1924-1987","African Americans Civil rights, African Americans Social conditions To 1964, United States Race relations, Baldwin James 1924 1987","Beacon Press,","[2012], c1955."
Physical,Horizon,BOOK,2013,8,1,Notes of a native son / James Baldwin.,,"Baldwin, James, 1924-1987","Baldwin James 1924 1987, African Americans Civil rights, African Americans Social conditions To 1964, United States Race relations","Beacon Press,","c1984, c1955."
Digital,OverDrive,AUDIOBOOK,2013,8,1,Another Country (Unabridged),,James Baldwin,"Fiction, Literature","Blackstone Audio, Inc.",2010
Physical,Horizon,BOOK,2013,8,1,The cross of redemption : uncollected writings / James Baldwin ; edited and with an introduction by Randall Kenan.,,"Baldwin, James, 1924-1987",,"Pantheon Books,",2010.
Physical,Horizon,BOOK,2013,8,1,One day when I was lost : a scenario based on Alex Haley's The autobiography of Malcolm X / James Baldwin.,,"Baldwin, James, 1924-1987",X Malcolm 1925 1965 Drama,"Vintage International,","2007, c1972."
Digital,OverDrive,AUDIOBOOK,2013,8,3,Fifty Famous Stories Retold (Unabridged),,James Baldwin,"Fiction, Historical Fiction, Short Stories",CoolBeat Audiobooks,2013
Digital,OverDrive,EBOOK,2013,8,1,The Cross of Redemption: Uncollected Writings,,James Baldwin,"Literary Criticism, Nonfiction","Random House, Inc.",2010
Digital,OverDrive,EBOOK,2013,8,1,Native Sons: A Friendship That Created One of the Greatest Works of the 20th Century: Notes of a Native Son,,James Baldwin,"Biography & Autobiography, Nonfiction","Random House, Inc.",2012
Digital,OverDrive,AUDIOBOOK,2013,8,1,The Fire Next Time (Unabridged),,James Baldwin,"African American Nonfiction, Nonfiction, Sociology","Blackstone Audio, Inc.",2008
Physical,Horizon,BOOK,2013,8,2,The devil finds work : an essay / by James Baldwin.,,"Baldwin, James, 1924-1987","Baldwin James 1924 1987 Knowledge Performing arts, Motion picture plays History and criticism, African Americans in motion pictures","Dial Press,",1976.
Physical,Horizon,BOOK,2013,8,4,Tell me how long the train's been gone / a novel by James Baldwin.,,"Baldwin, James, 1924-1987","African American actors Fiction, Heart Diseases Patients Fiction, Harlem New York N Y Fiction, Successful people Fiction, Psychological fiction","Vintage International,",1998.
Physical,Horizon,BOOK,2013,8,8,Another country / James Baldwin.,,"Baldwin, James, 1924-1987","Racism United States Fiction, Suicide Fiction, African Americans Social conditions Fiction, New York N Y Fiction","Vintage Books,",1993.
Physical,Horizon,BOOK,2013,8,2,Go tell it on the mountain / James Baldwin.,,"Baldwin, James, 1924-1987","African American men Fiction, Racism United States Fiction, African American families Harlem New York N Y Fiction, African Americans Religion Fiction","Dell,","1981, c1953."
Digital,OverDrive,EBOOK,2013,8,1,Fifty Famous Stories Retold,,James Baldwin,"History, Juvenile Nonfiction","Simon & Schuster, Inc.",2013
Digital,OverDrive,AUDIOBOOK,2013,8,2,Giovanni's Room (Unabridged),,James Baldwin,"Classic Literature, Fiction","Blackstone Audio, Inc.",2013
Physical,Horizon,BOOK,2013,8,1,Jimmy's blues : selected poems / James Baldwin.,,"Baldwin, James, 1924-1987",,"St. Martin's Press,",c1985.
Physical,Horizon,BOOK,2013,8,2,Go tell it on the mountain / James Baldwin.,,"Baldwin, James, 1924-1987","African American men Fiction, Racism United States Fiction, African American families New York State New York Fiction, African Americans Religion Fiction, Harlem New York N Y Fiction","Modern Library,","1994, c1953."
Digital,OverDrive,AUDIOBOOK,2013,8,2,Go Tell It On the Mountain (Unabridged),,James Baldwin,"Fiction, Literature","Blackstone Audio, Inc.",2013
Physical,Horizon,BOOK,2013,8,7,The fire next time / James Baldwin.,,"Baldwin, James, 1924-1987","African Americans, Black Muslims, United States Race relations","Vintage International Vintage Books,",1993.
Physical,Horizon,BOOK,2013,8,2,A dialogue [by] James Baldwin [and] Nikki Giovanni. Foreword by Ida Lewis. Afterword by Orde Coombs.,,"Baldwin, James, 1924-1987","Baldwin James 1924 1987, Giovanni Nikki, African Americans Psychology, United States Race relations","Lippincott,",[1973]
Physical,Horizon,BOOK,2013,8,2,Go tell it on the mountain / James Baldwin.,,"Baldwin, James, 1924-1987","African American men Fiction, Racism United States Fiction, African American families Harlem New York N Y Fiction, African Americans Religion Fiction","Bantam Dell,",1981.
Physical,Horizon,BOOK,2013,8,1,No name in the street / James Baldwin.,,"Baldwin, James, 1924-1987","African Americans Social conditions 1964 1975, United States Race relations History 20th century, Baldwin James 1924 1987","Vintage Books,",c2000.
Physical,Horizon,BOOK,2013,9,5,If Beale Street could talk : a novel / James Baldwin.,,"Baldwin, James, 1924-1987","African Americans Fiction, Love stories","Vintage International,",2006.
Digital,OverDrive,EBOOK,2013,9,5,If Beale Street Could Talk,,James Baldwin,"Young Adult Fiction, Young Adult Literature","Random House, Inc.",2013
Physical,Horizon,BOOK,2013,9,2,The cross of redemption : uncollected writings / James Baldwin ; edited and with an introduction by Randall Kenan.,,"Baldwin, James, 1924-1987",,"Pantheon Books,",2010.
Physical,Horizon,BOOK,2013,9,9,Go tell it on the mountain / James Baldwin.,,"Baldwin, James, 1924-1987","African American men Fiction, Racism United States Fiction, African American families Harlem New York N Y Fiction, African Americans Religion Fiction","Dell,","1981, c1953."
