quote,text,tweet_type,date
"longer, larger, more various","James Baldwin was too real and sadly, too right. Pray for the second-class citizens of #Ferguson. http://t.co/T20Gtcgwkr",original,2014-08-14 04:21:03+00:00
looters,James Baldwin on looters...#whatchange #NoJusticeNoPeace #Ferguson http://t.co/yP77GL7B7h,original,2014-08-23 02:47:56+00:00
looters,"#MustRead .... #Ferguson #FergusonDecision #EricGarner @medhagx: james baldwin on looting in esquire mag, july 1968 http://t.co/sz5OwwvoQr",original,2014-12-06 20:51:54+00:00
looters,Understanding riots. #JamesBaldwin #FreddieGray #BlackLivesMatter http://t.co/C3YNaEye1A,original,2015-04-28 03:55:36+00:00
looters,#JamesBaldwin #PoliceInAmerica #Ferguson http://t.co/fy7w76KEsy,original,2014-08-17 19:15:55+00:00
looters,"Grabbed from Facebook: James Baldwin on ""looting"" #Ferguson http://t.co/ZSgFSj6i7V",original,2014-08-20 06:31:30+00:00
looters,#JamesBaldwin #Looters #WhoAreTheREALLooters #Ferguson #HistoryRepeatsItself http://t.co/eobdsP0Eaf,original,2014-08-17 19:17:02+00:00
looters,James Baldwin is EVERYTHING right now #ferguson #mikebrown #blacklivesmatter #IndictAmerica http://t.co/WFB081cWVW,original,2014-11-25 22:52:04+00:00
looters,#Ferguson #jamesbaldwin 💯💯💯 http://t.co/leklHZ4SEh,original,2014-11-26 03:53:08+00:00
looters,Good recommendation @isthather 🙌 #ripmikebrown #jamesbaldwin #esquiremag #1968 #MLK #blacklivesmatter http://t.co/LpusecaTEl,original,2014-12-06 01:08:17+00:00
love a state of being,"I use the word ""love"" here not merely in the personal sense but as a state of being, or a state of grace + #jamesbaldwin #NMOS14 #Ferguson",original,2014-08-16 12:22:14+00:00
love is a battle,#BlackLivesMatter #BlackHistoryMonth #JamesBaldwin http://t.co/7FYR8gOcKJ,original,2015-02-11 03:00:20+00:00
love takes off the masks,Thinking about what brother James Baldwin would be saying at this time. #Ferguson http://t.co/xoBBo0wzUk,original,2014-11-25 04:07:48+00:00
love takes off the masks,Love takes off the masks that we fear we cannot live without and know we cannot live within. + #jamesbaldwin #NMOS14 #Ferguson,original,2014-08-16 12:21:33+00:00
make it through 24 hours,"A fav: Let's face it,Black ppl in this country just have a terrible time trying to get through 24 hours of the day-- James Baldwin #Ferguson",original,2014-08-15 23:00:25+00:00
make it through 24 hours,"Let's face it, Black people in this country just have a terrible time trying to get through 24 hours of the day -- James Baldwin #Ferguson",original,2014-08-11 07:02:19+00:00
measure,We cannot be measured #jamesbaldwin #BlackLivesMatter #BlackTwitter @SonofBaldwin http://t.co/t171hBvjKu,original,2014-08-23 01:51:34+00:00
measure of one's dignity,"""The measure of one's dignity depends on the measure of one's estimate of one's self.."" #JamesBaldwin #BlackLivesMatter",original,2014-12-03 21:49:22+00:00
menace the social order,"James Baldwin, from 40 years ago, on ""outside agitators"" in #Ferguson. http://t.co/GhbXoP9e8O",original,2014-08-21 21:44:16+00:00
menaced boy,"""we must make the great effort to realize that there is no such thing as a negro problem but simply a menaced boy."" #JamesBaldwin #Ferguson",original,2014-11-25 07:33:07+00:00
moral apathy,“I’m terrified at the moral apathy – the death of the heart – which is happening in my country.” – James Baldwin #Ferguson,original,2014-11-26 08:15:08+00:00
moral apathy,“I’m terrified by the moral apathy – the death of the heart – that is happening in my country.” — James Baldwin #FreddieGray,original,2015-04-28 04:55:01+00:00
moral apathy,I'm terrified at the moral apathy at the depth of the heart which is happening in my country. James Baldwin #Ferguson,original,2014-11-26 06:54:05+00:00
most dangerous,"""The most dangerous thing any society can create is a man who has nothing to lose"" writer James Baldwin as quoted by @CharlesMBlow #ferguson",original,2014-08-19 04:15:15+00:00
most dangerous,“The most dangerous creation of any society is the man who has nothing to lose.” -James Baldwin. #BlackLivesMatter,original,2015-02-20 02:16:31+00:00
most dangerous,“The most dangerous creation of any society is the man who has nothing to lose.”  ― James Baldwin #ferguson,original,2014-11-25 03:11:47+00:00
most dangerous,“The most dangerous creation of any society is the man who has nothing to lose.”  ― James Baldwin  #BlackLivesMatter,original,2015-04-13 00:24:54+00:00
most dangerous,The most dangerous creation of any society is the man who has nothing to lose - James Baldwin #Ferguson,original,2014-08-18 03:39:52+00:00
most dangerous,the most dangerous creation of any society is the man who has nothing to lose.''--James Baldwin #Ferguson,original,2014-08-19 03:12:56+00:00
most dangerous,#Ferguson The most dangerous creation of any society is the man who has nothing to lose.- James Baldwin USA has been creating since slavery!,original,2014-12-31 15:23:00+00:00
negro does not exist,"""One may say that the Negro in America does not really exist except in the darkness of our minds."" #JamesBaldwin #ICantBreathe #MikeBrown",original,2014-12-04 14:43:50+00:00
negro-in-America insanity,The Negro-in-America is a form of insanity that overtakes White men-James Baldwin-'Stranger in the Village' #BlackLivesMatter #ICantBreathe,original,2014-12-06 16:03:13+00:00
negro's status,“the Negro’s status in this country is not only a cruel injustice but a grave national liability.” -James Baldwin (1960) #MichaelBrown,original,2014-08-10 21:48:53+00:00
negroes want to be treated like men,James Baldwin wrote this in 1960. it amazes me how relevant this still is #BlackLivesMatter #Ferguson #TimelessTruth http://t.co/QaOTxLXbxc,original,2014-11-30 19:43:14+00:00
negroes want to be treated like men,"""...Hegel, Shakepeare, Marx, Freud and the Bible find this statement impenetrable."" 2/2 James Baldwin.  #Ferguson.",original,2014-08-19 22:07:57+00:00
nigger we invent,"The most devastating problem in America, James Baldwin told Congress, is “the nigger we invent” http://t.co/RymHs46jFB #race #Ferguson",original,2014-08-15 15:09:53+00:00
no big picnic,“ … [America] was no big picnic for blacks.” — James Baldwin in 1977 via @ProfessorCrunk   Still no picnic. #BlackLivesMatter,original,2015-03-11 18:02:26+00:00
no curtain is heavier,"""No curtain ... is heavier than that curtain of guilt and lies behind which Americans hide"" http://t.co/nWTOsJGJ1C - James Baldwin #Ferguson",original,2014-11-26 00:26:02+00:00
no difference between north and south,"""For a Negro, there’s no difference between the North and South..."" - James Baldwin, 1963 #EricGarner http://t.co/QpofDS4uzS",original,2014-12-04 18:39:51+00:00
no one holds power forever,"#Ferguson The only thing that white people have that black people need, or should want, is power & noone holds power forever ~JamesBaldwin",original,2014-08-13 15:32:54+00:00
not everything that is faced,“Not everything that is faced can be changed. But nothing can be changed until it is faced.”--#JamesBaldwin #EricGarner @DefineAmerican,original,2014-12-03 23:11:27+00:00
not everything that is faced,"‘Not everything that is faced can be changed, but nothing can be changed until it is faced.’ - James Baldwin #FERGUSON",original,2014-08-25 02:10:23+00:00
not everything that is faced,A quote from James Baldwin in a PSA on #Ferguson that aired during last night’s #VMAs WATCH: http://t.co/X0Q7Zs2z3y http://t.co/VyMthSXw6c,original,2014-08-25 16:50:48+00:00
not everything that is faced,"""Not everything that is faced can be changed, but nothing can be changed until it is faced."" ~James Baldwin~ || #Justice for #EricGarner",original,2014-12-04 00:25:49+00:00
not everything that is faced,"Not everything that is faced can be changed, but nothing can be changed until it is faced. James Baldwin #NMOS14 #Ferguson",original,2014-08-16 12:16:42+00:00
not everything that is faced,"""Not everything that is faced can be changed, but nothing can be changed until it is faced."" ~James Baldwin~ || #StandUp #BlackLivesMatter",original,2015-03-07 05:12:59+00:00
not everything that is faced,Respect 2 @mtv for quoting James Baldwin 2 support #ferguson #lookdifferent @newsone #vmawards @TheUrbanDaily http://t.co/x0OJR7xhSb,original,2014-08-25 02:13:39+00:00
not everything that is faced,"""Not everything that is faced can be changed, but nothing can be changed until it is faced."" ~James Baldwin~ || #Justice for #EricGarner",original,2014-12-09 16:43:16+00:00
not everything that is faced,"""Not everything that is faced can be changed; but nothing can be changed until it is faced"" - James Baldwin. #Ferguson",original,2014-08-27 01:12:49+00:00
not everything that is faced,"""Not everything that is faced can be changed, but nothing can be changed until it is faced."" ~James Baldwin~ || #BlackLivesMatter #TamirRice",original,2014-11-29 14:27:00+00:00
not everything that is faced,"""Not everything that is faced can be changed, but nothing can be changed until it is faced."" ~James Baldwin~ || Way to #StandUp #Ferguson",original,2014-11-12 06:53:19+00:00
not everything that is faced,"""Not everything that is faced can be changed, but nothing can be changed until it is faced."" ~James Baldwin~ || Way to #StandUp #Ferguson",original,2014-11-23 01:32:08+00:00
not everything that is faced,"""Not everything that is faced can be changed, but nothing can be changed until it is faced."" ~James Baldwin~ || #StandUp #BlackLivesMatter",original,2015-05-26 04:33:38+00:00
not everything that is faced,"""Not everything that is faced can be changed, but nothing can be changed until it is faced."" ~James Baldwin~ || Way to #StandUp #Ferguson",original,2014-10-01 04:08:56+00:00
not everything that is faced,"""Not everything that is faced can be changed, but nothing can be changed until it is faced."" ~James Baldwin~ || #TamirRice #BlackLivesMatter",original,2014-11-30 17:08:42+00:00
not everything that is faced,"""Not everything that is faced can be changed, but nothing can be changed until it is faced."" ~James Baldwin~ || #CLEDemands #TamirRice",original,2014-12-02 00:13:14+00:00
not everything that is faced,"""Not everything that is faced can be changed, but nothing can be changed until it is faced."" ~James Baldwin~ || Way to #StandUp #Ferguson",original,2014-10-28 17:52:37+00:00
not everything that is faced,"""Not everything that is faced can be changed, but nothing can be changed until it is faced."" ~James Baldwin~ || Way to #StandUp #Ferguson",original,2014-11-18 13:16:00+00:00
not everything that is faced,"Not everything that is faced can be changed, but nothing can be changed until it is faced. —James Baldwin #BlackLivesMatter #AllLivesMatter",original,2014-12-03 21:45:07+00:00
not everything that is faced,"Not everything that is faced can be changed, but nothing can be changed until it is faced. ― James Baldwin #Ferguson",original,2014-08-21 01:21:45+00:00
not everything that is faced,"Not everything that is faced can be changed, but nothing can be changed until it is faced.'--James Baldwin #Ferguson #HealSTL",original,2014-08-24 23:28:34+00:00
not everything that is faced,"""Not everything that is faced can be changed, but nothing can be changed until it is faced."" - James Baldwin #Ferguson #VMAs",original,2014-08-25 02:15:20+00:00
not everything that is faced,"“Not everything that is faced can be changed, but nothing can be changed until it is faced.” - James Baldwin #Ferguson #VMA2014",original,2014-08-27 23:48:31+00:00
not everything that is faced,"""@joseiswriting: “Not everything that is faced can be changed. But nothing can be changed until it is faced.”--#JamesBaldwin #EricGarner""",original,2014-12-03 23:25:29+00:00
not everything that is faced,"""But nothing can be changed until it is faced."" - James Baldwin #BlackLivesMatter #EricHarris #WalterScott",original,2015-04-12 19:08:17+00:00
not everything that is faced,"""Not everything that is faced can be changed, but nothing can be changed until it is faced."" #James Baldwin #Ferguson #MikeBrown",original,2014-08-25 02:12:33+00:00
not everything that is faced,Nothing can be changed until it is faced ~James Baldwin #Change #BlackLivesMatter #UniteAsOne,original,2014-12-21 14:47:49+00:00
not everything that is faced,"James Baldwin — 'Not everything that is faced can be changed, but nothing can be changed until it is faced.' #Ferguson",original,2014-08-25 02:11:51+00:00
not everything that is faced,"""Not everything that is faced can be changed. But nothing can be changed until it is faced"" - James Baldwin #EricGarner",original,2014-12-04 02:58:30+00:00
not everything that is faced,Not everything that is faced can be changed. But nothing can be changed until it is faced ~James Baldwin #NoJusticeNoPeace #BlackLivesMatter,original,2014-12-08 22:29:12+00:00
not everything that is faced,"""Not everything faced can be changed. But nothing can be changed until it is faced."" -  James Baldwin #Ferguson #p2",original,2014-08-25 04:02:26+00:00
not everything that is faced,"RT @drineee: ‘Not everything that is faced can be changed, but nothing can be changed until it is faced.’ - James Baldwin #FERGUSON",original,2014-08-25 02:13:51+00:00
not everything that is faced,“Not everything that is faced can be changed; but nothing can be changed until it is faced.” James Baldwin #Ferguson,original,2014-08-25 01:23:29+00:00
not everything that is faced,"Not everything that is faced can be changed, but nothing can be changed until it is faced. -James Baldwin #BlackLivesMatter",original,2014-12-03 22:30:45+00:00
not everything that is faced,"""Not everything that is faced can be changed, but nothing can be changed until it is faced."" -James Baldwin #BlackLivesMatter #healing",original,2014-12-04 18:45:39+00:00
not everything that is faced,"""not everything that is faced can be changed, but nothing can be changed until it is face"" - James Baldwin #ferguson #justiceforall",original,2014-08-26 05:38:32+00:00
not everything that is faced,Not everything that is faced can be changed. But nothing can be changed until it is faced.#JamesBaldwin #EricGarner @DefineAmerican,original,2014-12-04 06:56:27+00:00
not everything that is faced,"""Not everything that is faced can be changed; but nothing can be changed until it is faced.""-James Baldwin #Ferguson #JusticeForAllOfUs",original,2014-08-25 19:26:06+00:00
